Genre,Game,Year,Revenue,Review,Team size,Trailer,UI,Art style,Feature,Scope,Content,Replayability
Roguelike,Rogue Hex,2025,~$247K,~253,Small team,Hex-grid combat shown clearly; strategy focus; functional but minimal presentation. Communicates genre to right audience.,Hex grid with unit stat overlay; clean tile-based interface; clear visual hierarchy of tiles and units,"Clean 2D hex grid, fantasy color palette, functional unit designs",Hex-based turn-based strategy + roguelike run progression; tile control mechanics; unit abilities; map branching,Multiple runs; branching hex maps; unit builds and ability synergies,"Hex maps, enemy types, unit builds. 'Solid strategy roguelike for hex game fans' -- Steam",Moderate -- hex combat variety and build paths. Limited crossover appeal outside strategy fans.
Roguelike,Katanaut,2025,~$50K,~175,Solo (Eugene / Voidmaw),Action platformer roguelite gameplay shown; space/zombie theme; solid production. Buried by competing launches at release.,Clean action platformer HUD; ability slots visible; health and currency readable,"2D hand-drawn metroidvania-inspired aesthetic, sci-fi palette, space zombie theme",Metroidvania-inspired action roguelite; sword combat + abilities; procedural levels; run-based progression,1-2hr per run; procedural levels; multiple weapon types; 4+ years dev time,Solid action roguelite content -- game quality not the issue. 'Great game that nobody bought' -- dev postmortem. 87% positive reviews.,"Moderate -- action variety and builds, solid loop. Timing disaster: launched between Silksong and Hades 2 with 52k wishlists but only 11 peak players."
Roguelike,Iron Mandate,2024,$0 (made free),~171,Solo (Gibson / Earthling Entertainment),Shows mechanical sandworm side-scroller; steampunk aesthetic; functional but uninspired presentation,Functional turret placement interface; somewhat cluttered panel; terrain visibility issues flagged by players,"Pixel art, steampunk/mechanical, dark underground palette, low-detail terrain textures",Side-scrolling roguelike + turret placement + mechanical sandworm locomotion; unique vehicle-based movement concept,Short runs; limited level variety; EA period ended as free release; no further updates 23+ months,"Sandworm mechanics, turret variety, limited enemy types. Developer cited 'lack of variety' as fatal design flaw.",Low -- wonky controls cited as primary drop-off trigger. Developer own postmortem: 'fails in fundamental ways'. Made free rather than continue.
Roguelike,Deadzone: Rogue,2025,~$150K (est.),~200 (est.),Small team,Action roguelike gameplay shown; sci-fi military shooter aesthetic; competent functional presentation,Standard action roguelite HUD; ability panel; health/resource bars; genre-conventional,"2D sci-fi shooter aesthetic, military/tactical palette, solid execution",Action roguelite + shooter mechanics; run-based loadout building; character variety,Standard action roguelite run length; multiple characters and weapon loadouts,"Multiple characters, weapon builds, run variety. Solid execution in a very crowded space.",Moderate -- genre-standard replay loop competing with stronger established titles
Roguelike,Bramble Royale,2025,~$15K,~20,Solo (Slothwerks / Matthew Rader),Deck-builder with team-based plant/nature aesthetic; competent but genre-standard. No distinct hook to separate from Balatro noise.,Card-based grid interface; deck management familiar to genre veterans; nothing stands out visually,"Cartoon fantasy, plant/nature aesthetic, warm palette, approachable",Team-based roguelike deckbuilder; card synergies; nature/plant theme; upgrade paths. Solid execution of genre conventions.,Standard deckbuilder run length; multiple characters; card variety,"Good card content for genre fans. Problem was deckbuilder fatigue perception, not quality. Only 703 units sold in first week.",Moderate -- card variety and team builds. 'A great game that nobody found' -- developer postmortem. Grossed $8K in week 1.
Roguelike,Hardest,2025,~$0 (F2P),31,Solo dev,Minimal functional presentation; basic card roguelike concept. No identity or hook visible.,Basic card interface; functional but unpolished; no visual identity,"Minimal/abstract, very limited visual identity, undifferentiated",Card-based roguelike; basic combat mechanics; limited feature set; F2P model,Short runs; limited content depth; F2P with no depth driver,Basic card variety; insufficient content for retention. 54% positive -- mixed from sparse audience. Being deleted from Steam Jan 2026.,"Very low -- thin content, unpolished execution. Mixed rating reflects core design issues, not just visibility."
Roguelike,Enspell,2024,~$20K (est.),~50 (est.),Small team (~2-3),Spell-based roguelike deckbuilder; EA presentation; promising concept visible but execution thin,EA-quality interface; spell card layout; needs significant polish,"Fantasy pixel/2D, spell aesthetic, unfinished visual identity at EA stage",Spell/magic-themed deckbuilder roguelike; combo system; EA content set with roadmap promises,EA-limited scope; development discontinued mid-roadmap; leaving Steam,"Partial EA content; roadmap features never delivered. 'EA abandoned mid-development' -- Steam reviews. Leaving Steam, no future updates.","Low -- incomplete content, no updates 2+ years. Development ceased due to internal circumstances."
Roguelike,Realm of Ink,2024,~$10K (est.),~50 (est.),Small indie team,Ink/brush art aesthetic roguelike; distinctive visual hook; EA launch with strong art identity,Stylized ink-themed interface; visual identity strong; gameplay thin at time of delisting,Ink brush/traditional Chinese painting aesthetic; distinctive black-ink visual style; genuinely unique,Action roguelite with ink/brush power system; procedural runs; art-forward design,EA-limited; delisted from Steam before reaching planned scope,Unique art style but thin gameplay content at time of delisting. Developer claims development continues but Steam page gone.,"Unestablished -- delisted before audience could form. 'Great concept, not enough game' -- early players"
Roguelike,Void War,2025,~$5K (est.),~25 (est.),Solo dev,FTL-inspired space roguelite; Warhammer 40K aesthetic; functional basic presentation,FTL-inspired strategic map + combat interface; readable but heavily derivative of source material,"2D sci-fi space, Warhammer 40K-inspired, derivative of GW IP visual language",FTL-style space roguelite + Warhammer 40K theme; ship management; tactical combat; run-based,Standard FTL-like run length; ship upgrade system; development cut short by DMCA,Solid FTL-like loop but legally compromised. Pulled from Steam via DMCA claim from Games Workshop before building any audience.,"Irrelevant -- game removed by IP claim. FTL meets Warhammer is compelling concept, legally unsustainable without IP license."
Roguelike,Voids Vigil,2024,~$10K (est.),~30 (est.),Solo dev,Auto-shooter gameplay shown; described as lean Vampire Survivors experience; minimal production quality,Simple auto-battle HUD; minimal visual complexity; nothing distinguishing,"Pixel art, dark sci-fi palette, minimal character designs, low visual identity",Auto-shooter roguelike; weapon pickups; wave survival; positioned as more concise Vampire Survivors alternative,Short runs; limited weapon variety; minimal content versus established genre leaders,"Derivative of Vampire Survivors with less content. 'Lean' conceded by dev, read as 'thin' to buyers with better options.","Low -- outcompeted by VS (cheap), Brotato (cheap), and numerous free demos. No differentiating hook."
Roguelike,AI Roguelite,2023,~$5K (est.),~30 (est.),Solo dev,AI-generated assets and concept; generic roguelike dungeon crawler presentation; no distinct style,Basic dungeon crawler interface; unpolished UI; AI-generated art creates inconsistent visual identity,"AI-generated art assets, inconsistent visual style, generic dungeon palette",Generic dungeon roguelike; basic combat; AI-generated content; limited mechanical depth,Short runs; limited variety; stuck in EA with game-breaking bugs; no working new game option for some players,"Thin content, broken features, AI-generated assets. 'Cannot start new game anymore' -- Steam bug report. EA abandoned.","Very low -- bugs prevent play, AI art creates no identity, no community formed. Cautionary tale of asset-flip roguelikes."
